first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,predicted 3 year profit
Aleece,Feige,Female,49,1975-09-16,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,1.01,1.01,1.2625,1.073125,904,904,0.5,5.99492385786802
Brook,Eade,Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,0.63,0.7875,0.7875,0.6693749999999999,904,904,0.5,5.99492385786802
Roth,Crum,U,0,,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,0.62,0.62,0.62,0.527,904,904,0.5,5.99492385786802
Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,0.42,0.525,0.65625,0.65625,904,904,0.5,5.99492385786802
Hedwig,Jayme,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,0.7,0.7,0.875,0.875,899,899,0.51,5.99492385786802
Heall,Andrioli,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,0.84,1.05,1.05,1.05,896,896,0.52,5.99492385786802
Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,0.6,0.6,0.75,0.75,893,893,0.520625,5.99492385786802
Bryon,Goundry,Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,1.0,1.0,1.0,0.85,804,804,0.5950000000000001,5.99492385786802
Rosene,Beckey,Female,25,1974-05-21,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,1.02,1.275,1.59375,1.3546875,801,801,0.59765625,5.99492385786802
Cherye,Stanfield,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,0.64,0.64,0.8,0.8,797,797,0.6,5.99492385786802
Agna,Cowpe,Female,88,1969-03-05,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,0.51,0.6375,0.796875,0.67734375,612,612,0.7570312499999999,5.99492385786802
Darryl,Hovee,Female,2,1944-04-28,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,0.62,0.775,0.96875,0.8234374999999999,655,655,0.7171875,5.99492385786802
Caritta,Compston,Female,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,0.65,0.8125,1.015625,0.86328125,653,653,0.7187500000000001,5.99492385786802
Aldin,Newsome,Male,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,0.9,0.9,1.125,0.9562499999999999,648,648,0.725,5.99492385786802
Irvin,Bevans,Male,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,1.08,1.08,1.35,1.1475,644,644,0.73046875,5.99492385786802
Pierrette,Gummie,Female,18,1966-08-04,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,0.62,0.62,0.62,0.62,637,637,0.7374999999999999,5.99492385786802
Reinhard,Oscroft,Male,23,1950-03-18,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,0.58,0.58,0.58,0.58,634,634,0.7394999999999999,5.99492385786802
Kearney,Cuddehy,Male,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,0.54,0.54,0.675,0.57375,634,634,0.7394999999999999,5.99492385786802
Augie,Swallwell,Male,42,1939-08-22,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,626,626,0.74375,5.99492385786802
Kellyann,Adshad,Female,62,1940-06-07,,,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,1.05,1.3125,1.640625,1.39453125,620,620,0.75,5.99492385786802
Nanni,Girodias,Female,61,1959-01-08,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,0.92,0.92,1.15,1.15,617,617,0.7543749999999999,5.99492385786802
Nicol,Swinford,Male,65,1976-12-07,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,0.81,0.81,0.81,0.81,609,609,0.7625,5.99492385786802
Amara,Clow,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,0.56,0.7000000000000001,0.8750000000000001,0.74375,797,797,0.6,5.99492385786802
Jamison,Cashin,Male,70,1970-05-19,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,1.08,1.35,1.35,1.1475,609,609,0.7625,5.99492385786802
Maximilian,Geffen,Male,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,0.54,0.675,0.84375,0.7171875,606,606,0.7649999999999999,5.99492385786802
Rozamond,Sommer,Female,27,1966-09-19,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,0.68,0.8500000000000001,1.0625,1.0625,604,604,0.765,5.99492385786802
Garreth,Minett,Male,93,1961-05-23,Physical Therapy Assistant,,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,1.04,1.3,1.625,1.625,604,604,0.765,5.99492385786802
Kyle,Michie,Female,6,1958-07-19,Nurse Practicioner,,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,0.76,0.95,0.95,0.8075,595,595,0.775625,5.99492385786802
Nicolas,O'Donnell,Male,40,1986-09-25,Internal Auditor,,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,0.83,1.0375,1.0375,0.8818749999999999,568,568,0.8,5.99492385786802
Padriac,Collacombe,Male,67,1967-04-07,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,0.57,0.57,0.7124999999999999,0.7124999999999999,563,563,0.8075,5.99492385786802
Chico,Dye,Male,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,0.87,0.87,1.0875,1.0875,555,555,0.8125,5.99492385786802
Worthington,Ahmed,Male,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,0.48,0.48,0.48,0.48,555,555,0.8125,5.99492385786802
Gabey,Kennicott,Female,55,1958-05-14,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,0.96,0.96,0.96,0.96,552,552,0.816,5.99492385786802
Orly,Nesbitt,Female,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,657,657,0.714,5.99492385786802
Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,0.57,0.7124999999999999,0.7124999999999999,0.7124999999999999,662,662,0.711875,5.99492385786802
Lizbeth,Garvan,Female,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,0.91,0.91,1.1375,0.9668749999999999,676,676,0.70125,5.99492385786802
Maurizia,Ritmeyer,Female,95,1980-04-09,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,0.93,1.1625,1.453125,1.23515625,684,684,0.7,5.99492385786802
Carroll,Schlagman,Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,0.7,0.7,0.875,0.875,795,795,0.6034999999999999,5.99492385786802
Carl,Troyes,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,0.55,0.55,0.6875,0.584375,791,791,0.612,5.99492385786802
Eachelle,Noirel,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,0.99,1.2375,1.546875,1.546875,791,791,0.612,5.99492385786802
Fey,,Female,48,1957-09-04,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,0.7,0.875,1.09375,1.09375,786,786,0.61625,5.99492385786802
Pansie,Beccero,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,0.61,0.7625,0.7625,0.7625,782,782,0.6204999999999999,5.99492385786802
Ashleigh,,Female,46,1996-04-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,0.55,0.6875,0.859375,0.73046875,780,780,0.6242187499999999,5.99492385786802
Dylan,Stranio,Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,0.77,0.9625,0.9625,0.9625,773,773,0.63,5.99492385786802
Andrea,Pendle,Female,86,1938-08-05,,,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,0.58,0.725,0.90625,0.90625,760,760,0.6375,5.99492385786802
Leighton,Firbanks,Male,51,1973-12-22,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,0.4,0.4,0.4,0.4,760,760,0.6375,5.99492385786802
Meade,Bampton,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,0.85,0.85,0.85,0.85,755,755,0.64,5.99492385786802
Stephani,Sidsaff,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,0.7,0.875,1.09375,0.9296875,755,755,0.64,5.99492385786802
Frederigo,Cribbott,Male,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,1.06,1.06,1.06,0.901,754,754,0.646,5.99492385786802
Glory,Chilcott,Female,49,1939-09-09,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,0.82,0.82,0.82,0.82,741,741,0.65875,5.99492385786802
Cecily,Faircley,Female,42,1947-06-12,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,1.1,1.375,1.375,1.375,739,739,0.66,5.99492385786802
Kylila,Basezzi,Female,94,1945-06-11,Assistant Manager,,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,0.52,0.65,0.8125,0.6906249999999999,733,733,0.6625000000000001,5.99492385786802
Halette,Borsi,Female,60,1961-12-10,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,0.7,0.875,1.09375,1.09375,725,725,0.6693749999999999,5.99492385786802
Bartram,Caltun,Male,28,1956-09-15,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,0.76,0.95,1.1875,1.1875,725,725,0.6693749999999999,5.99492385786802
Lanny,Currall,Male,37,1997-10-23,Developer IV,,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,0.55,0.6875,0.859375,0.859375,725,725,0.6693749999999999,5.99492385786802
Nalani,Hallad,Female,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,0.62,0.775,0.96875,0.96875,719,719,0.675,5.99492385786802
Suzy,Bussens,Female,44,1973-04-29,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,0.48,0.48,0.6,0.51,700,700,0.6875,5.99492385786802
Patrice,Pariss,Male,96,1954-06-15,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,0.47,0.47,0.5874999999999999,0.4993749999999999,691,691,0.6906249999999999,5.99492385786802
Audry,Fann,Female,3,1957-10-17,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,0.66,0.8250000000000001,0.8250000000000001,0.70125,312,312,1.02,5.99492385786802
Chickie,Brister,Male,86,1957-07-12,General Manager,Manufacturing,Mass Customer,N,Yes,14,45 Shopko Center,4500,QLD,Australia,6,0.56,0.7000000000000001,0.8750000000000001,0.74375,1,1,1.71875,5.99492385786802
Bertrando,Carass,Male,45,1956-06-25,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,0.68,0.68,0.68,0.5780000000000001,983,983,0.41,5.99492385786802
Engracia,Dobbs,Female,84,1959-04-19,,Health,Mass Customer,N,No,15,72 Eliot Place,2250,NSW,Australia,8,0.64,0.64,0.8,0.68,202,202,1.140625,5.99492385786802
Archibald,Blessed,Male,61,1969-02-10,VP Sales,Financial Services,Mass Customer,N,Yes,18,7795 Memorial Drive,2016,NSW,Australia,11,1.03,1.2875,1.609375,1.36796875,153,153,1.21875,5.99492385786802
Dahlia,Shovlar,Female,90,1966-03-07,Environmental Specialist,,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,Australia,3,0.62,0.775,0.96875,0.96875,274,274,1.051875,5.99492385786802
Vittoria,Whitney,Female,95,1981-06-03,Research Assistant I,,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11,1.07,1.07,1.3375,1.3375,291,291,1.0359375,5.99492385786802
Skippie,Yearsley,Male,6,1956-09-04,Compensation Analyst,Financial Services,Mass Customer,N,No,9,95306 John Wall Avenue,4350,QLD,Australia,5,0.78,0.78,0.78,0.663,155,155,1.2,5.99492385786802
Brynna,Tivers,Female,81,1974-08-09,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,0.65,0.65,0.8125,0.6906249999999999,304,304,1.025,5.99492385786802
Abner,Fraschetti,Male,33,1986-01-23,Staff Scientist,Argiculture,Affluent Customer,N,No,13,67 Northport Avenue,3805,VIC,Australia,7,0.82,0.82,0.82,0.82,166,166,1.175,5.99492385786802
Alvira,Coulman,Female,42,1955-06-05,Account Representative II,,Affluent Customer,N,No,14,823 Wayridge Trail,2205,NSW,Australia,9,0.42,0.42,0.525,0.525,166,166,1.175,5.99492385786802
Paten,Cayet,Male,56,1995-02-19,Assistant Manager,Manufacturing,Affluent Customer,N,Yes,16,1398 Burning Wood Way,3850,VIC,Australia,1,1.0,1.25,1.25,1.25,174,174,1.16875,5.99492385786802
Tanya,Kiefer,Female,54,1992-07-05,Speech Pathologist,Telecommunications,High Net Worth,N,No,7,4 Warner Park,2146,NSW,Australia,9,0.93,0.93,1.1625,1.1625,174,174,1.16875,5.99492385786802
Devonne,Alderwick,Female,79,1939-01-29,Research Associate,,High Net Worth,N,Yes,9,534 Lien Lane,3122,VIC,Australia,7,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,177,177,1.1625,5.99492385786802
Dorian,Rustman,Male,78,1974-12-09,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,Australia,7,0.49,0.49,0.49,0.4165,181,181,1.158125,5.99492385786802
Elbertina,Fendley,Female,32,1992-03-27,Physical Therapy Assistant,Property,Affluent Customer,N,No,8,743 Debra Court,2117,NSW,Australia,11,0.86,0.86,1.075,1.075,191,191,1.15,5.99492385786802
Charlena,Berney,Female,55,1966-01-02,Geological Engineer,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,Australia,4,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,195,195,1.1475,5.99492385786802
Alfonso,Massel,Male,70,1940-12-05,,,Mass Customer,N,Yes,13,6065 Talisman Crossing,3977,VIC,Australia,7,0.66,0.8250000000000001,0.8250000000000001,0.70125,201,201,1.1421875,5.99492385786802
Glyn,,Male,47,1945-02-13,General Manager,Manufacturing,Affluent Customer,N,Yes,21,67 Bluejay Plaza,2300,NSW,Australia,9,1.08,1.35,1.6875,1.6875,202,202,1.140625,5.99492385786802
Bambi,Cogger,Female,51,1990-07-12,Design Engineer,Retail,Affluent Customer,N,Yes,5,28970 Monument Lane,2560,NSW,Australia,7,1.01,1.2625,1.2625,1.2625,127,127,1.25,5.99492385786802
Benoit,Harniman,Male,31,1976-08-27,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7,0.54,0.54,0.54,0.54,206,206,1.1375,5.99492385786802
Hatti,Carletti,U,35,,Legal Assistant,IT,Affluent Customer,N,Yes,11,6 Iowa Center,2519,NSW,Australia,9,0.92,1.15,1.4375,1.4375,226,226,1.1125,5.99492385786802
Abigale,Sives,Female,48,1963-12-13,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4,1.07,1.3375,1.3375,1.3375,230,230,1.109375,5.99492385786802
Konstanze,Hovie,Female,88,1967-01-09,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,1.07,1.07,1.3375,1.136875,285,285,1.04125,5.99492385786802
Verla,Dumingos,Female,26,1971-09-18,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,0.78,0.9750000000000001,0.9750000000000001,0.8287500000000001,282,282,1.04921875,5.99492385786802
Danny,Bodle,Male,50,1943-09-24,Statistician I,Manufacturing,Mass Customer,N,Yes,18,68 Anthes Park,2007,NSW,Australia,9,0.4,0.5,0.625,0.53125,231,231,1.105,5.99492385786802
Deborah,Petrovsky,Female,53,1943-07-14,Teacher,Property,Mass Customer,N,No,16,036 Redwing Street,2011,NSW,Australia,7,0.73,0.73,0.73,0.6204999999999999,233,233,1.1,5.99492385786802
Latrena,Walklate,Female,97,1943-10-05,Mechanical Systems Engineer,Telecommunications,High Net Worth,N,Yes,13,87 Sheridan Junction,2281,NSW,Australia,8,1.08,1.35,1.6875,1.6875,237,237,1.094375,5.99492385786802
Krystyna,Airey,Female,2,1950-09-05,Safety Technician II,,Mass Customer,N,Yes,19,75760 Toban Junction,4006,QLD,Australia,5,0.98,1.225,1.225,1.04125,244,244,1.08375,5.99492385786802
Dyann,Olechnowicz,Female,17,1939-07-17,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,0474 Bowman Hill,3031,VIC,Australia,10,0.62,0.62,0.775,0.65875,252,252,1.073125,5.99492385786802
Shannen,Lewin,Female,21,1991-06-07,Analog Circuit Design manager,Argiculture,High Net Worth,N,No,6,29 Aberg Crossing,4210,QLD,Australia,6,0.86,0.86,0.86,0.86,259,259,1.0625,5.99492385786802
Gerri,Schimann,Female,81,1969-11-17,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8,0.6,0.75,0.9375,0.796875,259,259,1.0625,5.99492385786802
Lark,Gonet,Female,89,1972-01-17,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8,0.58,0.58,0.725,0.725,259,259,1.0625,5.99492385786802
Bartram,Di Lucia,Male,70,1961-01-03,,Argiculture,Mass Customer,N,Yes,5,83509 Delaware Street,2480,NSW,Australia,3,1.08,1.35,1.35,1.1475,271,271,1.06,5.99492385786802
Glenn,Casbourne,Female,4,1981-08-08,Senior Editor,Manufacturing,Mass Customer,N,No,6,2 Morrow Alley,4207,QLD,Australia,1,0.9,0.9,0.9,0.765,144,144,1.234375,5.99492385786802
Paquito,Atwood,Male,15,1972-07-30,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,0.86,0.86,0.86,0.86,291,291,1.0359375,5.99492385786802
Ricki,Dobrowski,Male,13,1975-03-10,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9,8 Eggendart Pass,2835,NSW,Australia,1,0.89,1.1125,1.1125,0.945625,127,127,1.25,5.99492385786802
Vinny,Incogna,Female,73,1953-02-13,,Health,High Net Worth,N,No,10,8 Grayhawk Circle,2756,NSW,Australia,8,0.62,0.62,0.62,0.62,40,40,1.434375,5.99492385786802
Elsworth,Abbitt,Male,71,1956-02-08,,Health,Mass Customer,N,Yes,6,9722 Northport Way,3500,VIC,Australia,3,0.73,0.9125,0.9125,0.775625,125,125,1.26171875,5.99492385786802
Daisy,Pollen,Female,97,1993-08-09,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9,0.66,0.66,0.8250000000000001,0.70125,302,302,1.03,5.99492385786802
Jedediah,Kedie,Male,31,1971-12-29,Developer I,Argiculture,Mass Customer,N,Yes,9,283 Acker Drive,2763,NSW,Australia,9,0.43,0.5375,0.671875,0.57109375,62,62,1.36796875,5.99492385786802
Emelen,Bidnall,Male,79,1981-08-05,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,0.62,0.775,0.96875,0.96875,302,302,1.03,5.99492385786802
Brooke,Arling,Male,76,1961-12-05,,,High Net Worth,N,No,6,6 Melby Center,3027,VIC,Australia,5,0.97,0.97,0.97,0.97,44,44,1.42109375,5.99492385786802
Neile,Argent,Female,79,1946-10-25,,Retail,Mass Customer,N,No,8,2548 Arrowood Pass,2024,NSW,Australia,10,0.83,0.83,1.0375,0.8818749999999999,42,42,1.421875,5.99492385786802
Garik,Whitwell,Male,44,1955-06-13,,Property,Mass Customer,N,Yes,13,04 Dexter Way,3280,VIC,Australia,2,0.88,1.1,1.1,0.935,38,38,1.4375,5.99492385786802
Gardie,Crellim,Male,58,1975-09-12,Biostatistician IV,Manufacturing,High Net Worth,N,No,8,564 Forest Dale Avenue,3161,VIC,Australia,12,0.54,0.54,0.675,0.675,84,84,1.328125,5.99492385786802
Brien,Heaton,Male,70,1951-11-28,Clinical Specialist,Health,Mass Customer,N,Yes,12,8 Novick Trail,2470,NSW,Australia,2,1.01,1.2625,1.2625,1.073125,32,32,1.453125,5.99492385786802
Rhona,De Freyne,Female,45,1960-11-22,,Health,High Net Worth,N,No,8,11184 East Drive,3056,VIC,Australia,10,0.73,0.73,0.9125,0.9125,30,30,1.4609375,5.99492385786802
Blinnie,Roze,Female,84,1960-12-10,Librarian,Entertainment,High Net Worth,N,No,11,44557 Rutledge Court,4171,QLD,Australia,7,1.08,1.08,1.35,1.35,26,26,1.46875,5.99492385786802
Odilia,Quick,Female,65,1938-11-09,General Manager,Manufacturing,Affluent Customer,N,Yes,11,1550 Russell Way,2222,NSW,Australia,11,0.53,0.6625000000000001,0.8281250000000001,0.8281250000000001,19,19,1.53125,5.99492385786802
Dukie,Swire,Male,88,1954-03-31,,Manufacturing,Affluent Customer,N,Yes,5,64 Granby Parkway,2500,NSW,Australia,8,0.58,0.725,0.90625,0.90625,16,16,1.5625,5.99492385786802
Druci,Brandli,Female,39,1951-04-29,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,22,89105 Pearson Terrace,4075,QLD,Australia,7,0.43,0.5375,0.5375,0.5375,6,6,1.671875,5.99492385786802
Tobias,Woodhams,Male,0,1961-04-15,Research Nurse,Health,Mass Customer,N,No,17,4 Valley Edge Plaza,2759,NSW,Australia,9,1.0,1.0,1.25,1.0625,77,77,1.34140625,5.99492385786802
Yancy,Clementet,Male,5,1968-02-16,Mechanical Systems Engineer,,High Net Worth,N,No,15,9 Union Center,2147,NSW,Australia,9,0.5,0.5,0.625,0.625,72,72,1.35,5.99492385786802
Geoff,Sitford,Male,97,1965-02-27,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,1.0,1.25,1.5625,1.328125,297,297,1.030625,5.99492385786802
Franciska,Stigell,Female,95,1968-11-15,Food Chemist,Health,Mass Customer,N,Yes,7,6 Anderson Junction,3802,VIC,Australia,7,0.5,0.625,0.78125,0.6640625,111,111,1.28125,5.99492385786802
Ludvig,Andren,Male,44,1941-02-22,Media Manager III,,High Net Worth,N,Yes,15,578 Waywood Circle,4306,QLD,Australia,5,0.65,0.8125,0.8125,0.8125,125,125,1.26171875,5.99492385786802
Peria,Rantoull,Female,3,1975-03-13,Financial Analyst,Financial Services,Mass Customer,N,No,4,8350 Moulton Terrace,4500,QLD,Australia,4,0.99,0.99,0.99,0.8415,120,120,1.2625,5.99492385786802
Kahaleel,,Male,5,1942-11-01,GIS Technical Architect,,High Net Worth,N,No,13,12 Arapahoe Park,2035,NSW,Australia,12,0.84,0.84,1.05,1.05,88,88,1.31484375,5.99492385786802
Frederik,Milan,Male,45,1997-11-13,,Health,Mass Customer,N,No,5,56 Riverside Street,2546,NSW,Australia,5,0.62,0.62,0.62,0.527,114,114,1.275,5.99492385786802
Jordan,Clampe,Male,37,1939-12-09,Staff Scientist,Financial Services,Mass Customer,N,Yes,11,276 Westend Road,4207,QLD,Australia,5,1.08,1.35,1.35,1.1475,111,111,1.28125,5.99492385786802
Flossy,Concannon,Female,64,1980-10-20,Staff Accountant IV,Financial Services,Affluent Customer,N,No,8,802 Mallory Park,3919,VIC,Australia,2,0.57,0.57,0.57,0.57,104,104,1.2875,5.99492385786802
Cristen,Wiltshire,Female,59,1961-10-20,VP Sales,Financial Services,High Net Worth,N,Yes,15,93 Judy Drive,3047,VIC,Australia,6,0.91,1.1375,1.1375,1.1375,104,104,1.2875,5.99492385786802
Corinna,Beretta,Female,24,1996-02-29,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,0.91,0.91,0.91,0.91,408,408,0.9296875,5.888888888888889
Zondra,Ringham,Female,36,1948-01-13,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,416 Lighthouse Bay Lane,4510,QLD,Australia,5,0.46,0.5750000000000001,0.5750000000000001,0.48875,259,259,1.0625,5.888888888888889
Austine,Speedy,Female,38,1940-05-23,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,0.61,0.7625,0.7625,0.7625,646,646,0.73,5.888888888888889
Lea,Ilyinski,Female,75,1997-09-25,Structural Analysis Engineer,Financial Services,High Net Worth,N,No,12,895 Glendale Park,2026,NSW,Australia,12,0.53,0.53,0.6625000000000001,0.6625000000000001,252,252,1.073125,5.888888888888889
Ermentrude,Heindle,Female,47,1969-08-02,GIS Technical Architect,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,Australia,10,0.69,0.69,0.8624999999999999,0.7331249999999999,191,191,1.15,5.888888888888889
Katie,Warhurst,Female,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,450,450,0.8999999999999999,5.888888888888889
Cami,Eitter,Female,34,1979-01-03,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,1.05,1.3125,1.640625,1.640625,551,551,0.818125,5.888888888888889
